,title,skill,address,skillAndExperience
412,Frontend Developer (JavaScript/HTML5),"[
JavaScript

, 
HTML5

, 
CSS

]","
106 Nguyen Van Troi, Phu Nhuan, Ho Chi Minh
See map

","
Working with great people in an international-standard and professional environment with great chances to learn new skills and gain valuable experience, receive competitive salary, and a number of other benefits as follows:
Flexibility in working space & time: work from home (5 days per month), flexible working time 
Well-equipped facilities: laptop (Macbook...) & PC with 2 monitors
Salary review: twice a year
Opportunities to go on business trips to Japan, China, US…
Global medical insurance: support 100% for employees and 50% for 2 family members
Income compensation insurance
Death & disabilities insurance
Support for Japanese/English study/exam and skill training
Unlimited support for events/parties/club activities
Support for team building activities
Creative & young working space
2 additional annual leaves issued by company besides ones pursuant to labor law
5 days of refresh holiday after every 5 consecutive working years
Fixed bonus: 13th-month salary
Other bonus: depends on Cybozu Group’s annual turnovers
Annual MVP award
Annual company trip

"
413,Frontend Developer (ReactJS/VueJS),"[
ReactJS

, 
VueJS

, 
TypeScript

]","
Tòa nhà 55-57 Nguyễn Văn Giai, Phường Đa Kao, District 1, Ho Chi Minh
See map

","

Two (2) months probation with full salary (100% salary).
MacBook pro-2019 or higher.
13th-month salary.
Tet Bonus.
Will be trained about performance and security by the world’s leading expert on Ruby.
Social insurance and Health insurance are provided according to Vietnam law.
Friendly, fun working environment.
Team-building.

"
414,"Frontend Dev (JavaScript, ReactJS, HTML5)","[
JavaScript

, 
HTML5

, 
ReactJS

]","
Tầng 12 tòa nhà Mipec Tây Sơn, số 229 Tây Sơn, Dong Da, Ha Noi
See map

","

Mức lương:  Deal theo năng lực
Thử việc: 2 tháng hưởng 100% lương 
 Được tham gia BHXH theo quy định nhà nước, thưởng sinh nhật, du lịch, team building,… 
Được quyền đề xuất các nguồn lực hỗ trợ, các giải pháp để hoàn thành công việc của Phòng.
Văn hóa trẻ trung, làm hết sức, chơi hết mình (work hard - play hard)
Review lương, đánh giá định kỳ 6 tháng một lần .Đánh giá bổ nhiệm, tăng lương 2 lần/năm. Luôn có chế độ thăng tiến rõ ràng và rộng mở với quy mô nhân sự tăng 30% - 50%/năm.

"
415,"Front End Dev (JavaScript, ReactJS)","[
JavaScript

, 
ReactJS

, 
VueJS

]","
NV05, Imperia Garden, 143 Nguyễn Tuân, Thanh Xuan, Ha Noi
See map

","

Mức lương: 15 – 30 triệu, thỏa thuận theo năng lực.
Lương tháng 13 và thưởng cuối năm.
Chính sách BHXH, BHYT và các phúc lợi khác theo đúng quy định của Luật lao động và của Công ty.
Được tham gia các dự án lớn, tiếp cận với nhiều công nghệ mới.
Môi trường làm việc thân thiện, năng động.
Du lịch, team building hàng năm, ăn uống hàng tháng.
Du lịch/nghỉ mát cùng công ty hàng năm.

"
416,"Senior Frontend Dev (ReactJS, Javascript) Up to $2000","[
JavaScript

, 
HTML5

, 
ReactJS

]","
54 Đường Số 8, Khu Cityland Park Hill, Phường 10, Go Vap, Ho Chi Minh
See map

","

Mức lương hấp dẫn: $1200 - $2000 (Ứng viên có thể deal cao hơn thoải mái nếu kinh nghiệm và trình độ phù hợp)

Được traning kiến thức Trading đến từ đội trai xinh gái đẹp của COINMAP. 
Còn nhiều quyền lợi khác sẽ được trao đổi khi phỏng vấn.
Cơ hội phát triển nghề nghiệp
Làm việc, học hỏi và phát triển cùng đồng nghiệp là những kỹ sư trẻ tài năng, đam mê và có lý tưởng lớn.
Cùng nghiên cứu và thử thách với những công nghệ mới 
Được tư vấn và chia sẻ về phát triển năng lực và nghề nghiệp bản thân.
Được đào tạo kiến thức về trading 
Đời sống Tinh thần dồi dào
Các thành viên công ty thân thiện, cởi mở, chia sẻ, giúp đỡ nhau vượt qua mọi khó khăn trong công việc và đời sống.
Công ty luôn động viên và tạo điều kiện làm việc tốt nhất cho toàn thể nhân viên công ty.
Công ty luôn quan tâm tới đời sống tinh thần của nhân viên công ty bằng việc tổ chức rất nhiều các sự kiện như: Ngày Quốc tế Phụ nữ 8/3, ngày Phụ nữ Việt Nam 20/10, sinh nhật các thành viên.
Tiện ích hiện đại, đầy đủTrang thiết bị hiện đại, sẵn sàng phục vụ nhân viên mọi lúc mọi nơiHoạt động văn hóa thể thao đa dạng
Nhiều hoạt động thể thao phong phú: câu lạc bộ Bóng đá do công ty tài trợ.
Team Buiding 1 lần/ năm

"
417,Front-end Developer (React Native),"[
React Native

, 
ReactJS

]","
72 Nguyen Thuong Hien, District 3, Ho Chi Minh
See map

","
- Competitive income     + Based on your work result with normally once a year.     + 100% salary during the probation period.     + 13th-month salary.- 14 full-paid days off per year.- Lots of room to grow: Great chance to develop your skills and competencies, with proper training and working with talent from top tech companies- Young, friendly, and respectful environment.- Spacious and well-equipped office.- Annual vacation at least 1 time per year with full salary.- Annual Health check-up 
"
418,Front-End Developer,"[
ReactJS

, 
HTML5

, 
Magento

]","
Tầng 7, IDMC Tower, 21 Duy Tân, Dịch Vọng hậu, Cầu Giấy, Hà Nội, Nam Tu Liem, Ha Noi
See map

","
Chế độ phúc lợi:
Được tham gia bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm.
Bảo hiểm sức khỏe PVI dành cho CBNV.
Ưu đãi mua hàng điện tử, điện máy giá tốt.
Số ngày nghỉ phép trong năm: 12ngày/năm 
Thưởng lương tháng thứ 13, thưởng khác.…theo quyết định của công ty
Được nghỉ t7 và CN hàng tuần.
Khám sức khỏe, du lịch, teambuilding, ……theo quy định công ty
Cơ hội phát triển nghề nghiệp:
Làm việc, học hỏi và phát triển cùng đồng nghiệp là những kỹ sư trẻ tài năng, đam mê và có lý tưởng lớn.
Cùng nghiên cứu và thử thách với những công nghệ mới trong môi trường Ecommerce
Được tư vấn và đào tạo để phát triển năng lực, nghề nghiệp cho bản thân.
Đời sống tinh thần:
Các thành viên Công ty rất thân thiện, cởi mở, chia sẻ, giúp đỡ nhau vượt qua mọi khó khăn trong công việc và đời sống.
Qùa các ngày lễ/ dịp đặc biệt: 1/1; 8/3; 30/4; 1/5; 2/9; 1/6; Trung Thu; 20/10…… theo quy định công ty.
Chế độ hiếu/hỉ; ốm đau theo quy định công ty
 Tiện ích:Trang bị sẵn các thiết bị hiện đại, sẵn sàng phục vụ nhân viên làm việc một cách hiệu quả nhất. Hoạt động văn hóa, thể thao:Tổ chứcc các hoạt động thể thao:  Bóng đá do công ty tài trợ 1 tuần/ 1 lần.
"
419,"Front-end Developer (Javascript, HTML, CSS, ServiceNow)","[
JavaScript

, 
HTML5

, 
CSS

, 
Fresher Accepted

]","
266 Doi Can, Ba Dinh, Ha Noi
See map

","
Chế độ đãi ngộ:- Lương thỏa thuận theo năng lực thực tế của ứng viên. Performance review: 1 lần/năm.- Trợ cấp đi lại, trợ cấp ăn trưa, trợ cấp tiếng Nhật, trợ cấp onsite khi tham gia dự án bên khách hàng...- Thưởng lễ tết, thưởng tháng lương thứ 13, thưởng nhân viên xuất sắc quý, năm, nhân viên tiêu biểu đi du lịch Nhật Bản.- Nghỉ theo lịch công ty, nghỉ theo lịch khách hàng Nhật, ngoài các ngày nghỉ theo quy định, 1 năm có thêm 2 đợt nghỉ dài.- Nghỉ tham gia Ngày hội khai giảng cùng con- Chế độ chăm sóc phụ nữ: Nghỉ sinh lý phụ nữ: 8h/ tháng; Nghỉ sau sinh cho nhân viên nữ có con dưới 1 tuổi: 1h/ngàyChế độ chăm sóc sức khỏe cho nhân viên:- Bảo hiểm y tế, bảo hiểm xã hội, bảo hiểm thất nghiệp theo quy định của Luật lao động.- Bảo hiểm sức khỏe cao cấp cho toàn bộ nhân viên.- Khám sức khỏe định kỳ hàng năm tại các bệnh viện uy tín (Bệnh viện Thu Cúc, bệnh viện Medlatec…)Văn phòng làm việc tiện ích:- Miễn phí trà, coffee tại khu vực ăn uống của công ty.- Máy pha coffee, máy bán hàng tự động tiện ích ngay tại văn phòng.Các hoạt động sôi nổi:- Hoạt động team building kết nối đội nhóm hàng quý.- Các CLB thể thao: bóng đá, bi lắc...- Hoạt động du lịch thường niên và các sự kiện lớn trong công ty.
"
420,"Frontend Developer (Vue.js, ReactJS)","[
VueJS

, 
JavaScript

, 
ReactJS

]","
50, Đường Tôn Thất Đạm, Phường Nguyễn Thái Bình, District 1, Ho Chi Minh
See map

","

Because SaaS and Pharma are hot spots and great experiences for you.
Because you want to work in a global environment with the potential for an international career, supported by an experienced leadership team.
Because you have ambitions and are not afraid of taking more responsibilities.
Because you want to see the impact your job has on your team & company.

"
421,Web Frontend Dev (CSS/Angular) ~ 1800$,"[
Angular

, 
CSS

, 
JavaScript

]","
Zone 3 và Zone 4, Tầng 16, tòa nhà Văn phòng 789, số 147 đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cau Giay, Ha Noi
See map

","
* Sign-on bonus with full one-month salary (onboard from now to 31/12/2022)* Quarterly Performance Bonuses (up to 2 salary months per year).* Salary review 2 times/year.* Annual Health Checkup, Premium Health Care for all members.* Transportation allowance and free parking included.* Technical and managerial seminars and workshops annually.* Free Japanese classes in various levels: beginner, intermediate, advanced.* Free companies clubs to participate: Soccer, Yoga, Swimming etc.* Free book corner with new books being purchased everymonth.* Newly set-up, comfortable and bright office with West Lake view.* Free snack, coffee, tea available.* Enjoy a variety of corporate events, from sports competitions, monthly birthday parties, quarterly team building to New Year party, company trip etc.* Flat, open and fast-paced environment where every ideas are welcomed.
"
422,Junior Frontend Developer (HTML; CSS; Javascript),"[
HTML5

, 
CSS

, 
JavaScript

, 
Fresher Accepted

]","
District 1, Ho Chi Minh city, District 1, Ho Chi Minh
See map

","
* Working time: 9:00 ~ 17:00 (Monday to Friday);* 100% offered salary from probation time;* Performance & Salary Review: 2 times/year;* Quarterly Performance Bonuses (up to 2 salary months per year).* Premium PTI Health Insurance Package for all members* Transportation allowance and free parking included.* Technical seminars and workshops annually.* Comfortable and bright office with JW Marriot & Hanoi Museum view.* Free snack, coffee, tea available.* Variety of corporate events: weekly tea-break, monthly birthday parties, quarterly team building to New Year party, company trip etc.* Friendly, open and fast-paced environment where every ideas are welcomed.
"
423,Frontend Developer (Javascript/HTML/CSS),"[
CSS

, 
AngularJS

, 
ReactJS

]","
4th Floor, 23-25 Tran Nhat Duat Street, Tan Dinh Ward, District 1, Ho Chi Minh
See map

","

  Highest level for Social Insurances, parking fee, ALL lunch are paid by company 
  15 annual days leave 
  13th bonus salary 
  Monthly allowance for personal development, book purchase, etc. 
  Monthly allowance for team building. 
  Workshop (company trip) every year. 
  Personal insurance for 2+ years staff.
  Provided with a Mac book and 2nd Monitoring 
  Good and friendly working environment and facilities 
  Other benefits remain as stipulated by Vietnam Labor Law 
  Opportunities to work at headquarter in Seoul, Korea 

"
424,Front-end Dev (HTML/CSS) -Sign on bonus,"[
HTML5

, 
CSS

, 
ReactJS

]","
17th Floor, HL Tower, lane 82 Duy Tan str, Cau Giay, Ha Noi
See map

","
- Môi trường làm việc rất tốt, chuyên nghiệp và gắn bó. Chúng tôi nỗ lực không ngừng để xây dựng nên 1 nơi làm việc thoải mái và tạo giá trị cho mỗi nhân viên;- Làm thành viên chủ chốt của dự án Start-up và đóng góp cho thành công của dự án. Hưởng trực tiếp lợi nhuận của dự án;- Làm việc trong môi trường Start-up, tiến độ công việc nhanh và nhộn nhịp. Công ty liên tục có những buổi chia sẻ về công nghệ, mô hình kinh doanh và các kiến thức liên quan đến Startup và kinh doanh. Developer hiểu về sản phẩm và mô hình kinh doanh của dự án mình làm 1 cách chi tiết nhất;- Công ty quy mô nhỏ (15 nhân viên), đồng nghiệp là những người vui tính, thoải mái, chuyên nghiệp, làm việc vì 1 mục tiêu chung. Sếp người Nhật, siêu giỏi và xịn và hiền;- Mục tiêu rõ ràng hàng tháng, trao đổi thường xuyên với leader để phát triển các kỹ năng và làm việc hiệu quả;- Mức lương rõ ràng, hấp dẫn. Điều chỉnh lương cố định 2 lần/ năm;- Giờ làm việc linh hoạt. Không làm OT;- Nhiều hoạt động tập thể diễn ra liên tục để nâng cao tinh thần làm việc, lần nào đi về ai cũng phấn khởi;- Đồ ăn uống không giới hạn. Đội ngũ cùng chơi PS4 luôn sẵn có để mang lại những giờ phút thư giãn sau giờ làm việc;- Trợ cấp Gym/ Yoga và các hoạt động thể dục thể thao đều đặn hàng tháng;- Trợ cấp Team building, ăn uống, xem film cùng nhau;- Du lịch thường niên trong và ngoài nước. Ngày hội gia đình hàng năm. Các gia đình của MMJ (Vietnam) gắn bó với công ty như người nhà vậy.;- Cung cấp laptop làm việc và miễn phí gửi xe;- Và còn nhiều thứ nữa …. 
"
425,"Frontend Developer (JavaScript,HTML,CSS)","[
JavaScript

, 
HTML5

, 
CSS

]","
45 Dinh Tien Hoang, Ben Nghe Ward, District 1, Ho Chi Minh
See map

","

Attractive salary + bonus and benefits
Have the opportunity to work in Multinational corporation, professional environment

"
426,Frontend Developer (JavaScript/HTML5/CSS/UI-UX),"[
JavaScript

, 
CSS

, 
ReactJS

]","
Anna Building, Quang Trung Software City, District 12, Ho Chi Minh
See map

","

13th-month salary and annual performance bonuses
Full coverage of social insurance
Premium healthcare insurance 
Company trip and team building activities
Professional and transparent working environment

"
427,Lead Frontend Dev (JavaScript/HTML/CSS),"[
JavaScript

, 
HTML5

, 
TypeScript

]","
45 Đường số 2, KDC Him Lam, Tân Hưng, District 7, Ho Chi Minh
See map

","

Stock options
Vietnam labor law contract with full benefits
1 day work remote every week
Up to 22 days annual leave
100% probation salary
Opportunity to work in worth-wide offices
Macbook pro provided
Free snacks & beverages
Flexible working time
Team events
Awesome and meaningful products 

"
428,"Front-end Developer (HTML5, WordPress)","[
HTML5

, 
JavaScript

, 
Wordpress

]","
An Phu Plaza Building, 117-119 Ly Chinh Thang Street, Ward Vo Thi Sau, District 3, Ho Chi Minh
See map

","

Thử việc FULL lương.
Thưởng lương tháng lương thứ 13.
Mức lương xứng đáng với năng lực của mình.
Xét tăng lương 2 lần/năm.
Có cơ hội được TĂNG LƯƠNG NGAY LẬP TỨC nếu làm việc đạt hiệu quả cao.
Trợ cấp gửi xe.
Được đào tạo các kỹ năng cần thiết theo yêu cầu công việc.
Môi trường tốt để cải thiện tốt tiếng Anh và tiếng Nhật.
Snack, nước uống FREE trong thời gian làm việc.
Tiệc công ty định kỳ.
Kiểm tra sức khỏe định kỳ hàng năm.
Tham gia BHXH, BHYT, BHTN, KPCĐ theo quy định của pháp luật.
Được làm việc trong môi trường chuyên nghiệp, năng động, cơ hội thăng tiến cao.

"
429,"Frontend Developer (ReactJS, NodeJS)","[
ReactJS

, 
JavaScript

, 
NodeJS

]","
Centec Tower - 72-74 Nguyen Thi Minh Khai, District 3, Ho Chi Minh
See map

","
Attractive Benefits:
Great salary package. Annual performance review.
13th-salary Bonus for all staff.
14th-salary Bonus for those who have worked for more than 5 years.
Premium Healthcare Insurance Package and Annual Health Check-up for all staff.
Loyalty Employee Benefit: all staff who have worked for more than 1.5 years will receive a package (VND 3mil, VND 5mil, VND 10mil)  EVERY year to go on a vacation, have a luxury meal, or enjoy a fancy service with family and friends.
Sponsor and encourage staff to study courses by covering tuition fee and examination fee, and give out a bonus for the certificate the staff gets.
Good career advancement opportunities.
Product-oriented. Agile project management style. Dynamic and English-speaking working environment.
Opportunity to acquire technical knowledge and experience in the latest technologies.
Opportunity to go work on-site.
At least 17 annual leaves.
Company trip, Year-End Party.
Friday Party, Salary Day Celebration, Teambuilding outdoor activities.
Free coffee (cappuccino, cafe latte, latte macchiato, etc), milk and juice. Kitchen and Library at work. Billards and darts are equipped for your enjoyments and convenience.
Working hours: 8 hours x 5 days/week (Monday to Friday). Thirty-min break at 4 PM every day.
Free language training: English (company-sponsored).

"
430,Frontend Dev (VueJS/ReactJS) - All Level,"[
VueJS

, 
CSS

, 
ReactJS

, 
Fresher Accepted

]","
65 Le Trung Nghia, Ward 12, Tan Binh, Ho Chi Minh
See map

","

Excellent salary with good benefit.
Allocate modern working devices: Laptop, Macbook, Second Monitor, Test phone, etc...
Year End Bonus.
Bao Viet Health Insurance.
Compulsory insurance according to Vietnam Labor Law.
Salary review based on performance yearly.
Unlimited potential for the career path.
Technical activities, presentation, sharing.
Sport/Game activities.
Fantastic yet professional working environment.
Lovely, friendly, and talented colleagues.
Weekly Happy Hour.
Free and unlimited coffee, tea, snack, fruit... in office.
Monthly team-building.
Yearly company trip - Year End Party.

"
431,Frontend Dev (JavaScript/ReactJS)~40M,"[
JavaScript

, 
ReactJS

, 
Angular

, 
Fresher Accepted

]","
Tầng 5, Hoàng Ngân Plaza, 125 P. Hoàng Ngân, Trung Hoà, Cau Giay, Ha Noi
See map

","

Lương cạnh tranh từ 20 - 40tr/tháng (Phụ thuộc vào năng lực và kinh nghiệm, trao đổi chi tiết khi phỏng vấn)
Ký hợp đồng lao động, hưởng 12 ngày phép năm và các ngày nghỉ lễ, tết theo quy định
Thời gian làm việc linh động
Lương tháng 13 + Bonus dự án
Thưởng các ngày lễ + Tết
Thưởng hoa hồng khi giới thiệu nhân viên
Cung cấp máy tính và các thiết bị hỗ trợ công việc theo yêu cầu của nhân viên
Review lương: 1-2 lần/ năm
Tham gia teambuilding, nghỉ mát hàng năm cùng công ty
Cung cấp đồ ăn nhẹ, trà và cà phê miễn phí
Cơ hội thăng tiến vào các vị trí quản lý công nghệ cấp cao đối với những thành viên xuất sắc
Môi trường làm việc chuyên nghiệp, năng động, …

"
432,"Front-End Developer (VueJS/ReactJS) - Up to $2,500","[
VueJS

, 
JavaScript

, 
ReactJS

]","
5th floor, Artemis Tower No. 3 Le Trong Tan, Khuong Mai, Thanh Xuan, Ha Noi
See map

","
🍀 Compensation & Benefits Package:
Competitive Salary based on your expectation & capability
Performance review: 2 times per year.
Salary Package: 13th-month salary bonus + Yearly performance bonus: 1-3 months.
12 remote working days/ year.
12 annual leaves/ year.
Bonus on birthday, 30/4&1/5, 2/9.
Weekly shoulder massage treatment.
Annual teambuilding: summer trip, many indoor and outdoor activities such as soccer club, swimming club, cycling club…
Social insurance & Health insurance for team members.
Annual Health Checkup at the top clinic in Vietnam.
🍀 Working Environment:
Learn product-thinking and customer-centric mindset.
Collaborative and Passionate Colleague.
Professional and Creative Office View.
Clear & Scientific Agile Framework on the whole company workflow & culture.
Ability to work as a member of a full process of product development. Even working with the CEO on new ideas.
Learn and grow with a talented team. We want to develop and grow a strong product development team with expertise and skills we can be proud of through different products and battles.
Working time: 08:30 AM – 12:30 PM , 02:00 PM – 06:00 PM, from Monday to Friday. Employees have two days off per week (Saturday and Sunday).
 
"
433,"Frontend developer (Javascript, ReactJS)","[
JavaScript

, 
HTML5

, 
ReactJS

]","
8th Floor, ICON4 multi-purpose building, 243A De La Thanh, Lang Thuong, Dong Da, Hanoi., Dong Da, Ha Noi
See map

","
Few countries have local challengers in the search and browser space. Vietnam is one of those countries thanks to Cốc Cốc. There are a lot of challenges in competing against dominant global players, but also lots of rewards when we succeed.Professional growth:
What we are doing is difficult. This is why there are a lot of opportunities for you to learn and grow with support from a mix of learning & development programs
You will work alongside talented team members who have a unique skill set and expertise in this market
Cốc Cốc is a Vietnamese company but you will be working in an international environment with team members/partners/customers who are local and international
Compensations and benefits:
Attractive salary and bonus scheme with 13th month salary. 
Performance review twice/year
Special annual leave policy with a minimum 20 days/year (including 1 day off on your birthday)
Great Trade Union benefits for your important life events such as birthday, marriage, new born child... 
Periodic medical checkup, Bao Viet Health Insurance & Health/Social Insurances 
Working environment: 
A culture of flexibility and responsibility, no dress code and annual Work From Home policy
Exciting internal events to help you understand the whole business and make you part of the Cốc Cốc family
Modern and cozy kitchens with plenty of snacks and coffee/tea bars every day, to make sure energy level is high when you need it
There are many interesting hobby clubs to share your non-professional passions like English Club, Yoga, Football and many other clubs are forming ...
 
"
434,Sr Frontend Developers (ReactJS/VueJS),"[
VueJS

, 
JavaScript

, 
ReactJS

]","
14th floor, VTC online 18 Tam Trinh street, Hai Ba Trung, Ha Noi
See map

","

The latest technologies for mobile & web development for global enterprises
Cutting-edge collaborative software development with CI enabled platform
Teammates are like brothers, but they will challenge you to exceed your limits
The finest web dev tools to maximize your coding quality and speed
High salary, attractive annual bonuses if goals are hit, 13th month salary 
Project Celebration Party, because we’ve been working hard. 
Health check, team building, travel events 
Premium Health Insurance
Flexible working environment options 

"
435,Frontend Developer (JavaScript/HTML/CSS),"[
JavaScript

, 
HTML5

, 
CSS

]","
Số 32 Hào Nam, Phường Ô Chợ Dừa, Dong Da, Ha Noi
See map

","
- Hưởng mức lương theo năng lực.- Làm việc với các Kỹ sư công nghệ thông tin trên 10 năm kinh nghiệm.- Phụ cấp xăng xe - điện thoại nếu có phát sinh trong quá trình làm việc.- Xét tăng lương hàng năm theo năng lực và mức độ cống hiến.- Cơ hội được tham gia tất cả các khóa phát triển cá nhân do Công ty tổ chức và các khóa đào tạo bên ngoài nhằm phát triển chuyên môn và kỹ năng cần thiết.- Làm việc trong môi trường năng động, trẻ trung, chuyên nghiệp.- Được hưởng các chế độ BHXH và các phúc lợi khác theo quy định của Luật lao động và của Công ty.- Được đi du lịch và tham gia các hoạt động vui chơi, giải trí khác do công ty tổ chức hàng quý, hàng năm.- Tập luyện thể thao Miễn Phí trên tất cả các phòng tập của công ty.
"
436,"Frontend Developer (ReactJS, JavaScript)","[
ReactJS

, 
HTML5

, 
JavaScript

]","
192 Trần Quang Khải, Phường Tân Định, District 1, Ho Chi Minh
See map

","

Competitive salary
A focus on growth and training
Continuous upskilling & career progression
Vibrant and central office environment - Flexible working arrangement

"
437,Senior Frontend Developer (ReactJS),"[
ReactJS

, 
JavaScript

, 
VueJS

]","
Tower 2 (T26) Times City, 458 Minh Khai, Hai Ba Trung, Ha Noi
See map

","
Benefit & PerksSalary & Allowances
Competitive income with lunch allowance, 13 fixed months salary, performance bonus and gift on special occasion. 
Performance review: twice a year, Annual salary review: once a year
Annual leave: 15 days/year, birthday leave and other leaves/public holidays in accordance with the Labor Law of Vietnam
Periodic medical checkup, Health/Social Insurances & PVI Insurance
Be provided with high performance laptop and screen
Career Growth
Opportunity to experience a great workplace where young & world-class talents work together passionately
Opportunity to promptly boost your capability by solving challenging issues of a big tech ecosystem. It’s worth your try.
Very diverse offline and online seminars & workshop provided by company, supervisors, mentors and buddies
Clear and flexible career path
Be sponsored to study online courses and get certification. 
Working Environment
Modern and flexible Agile Office fully equipped with gaming, yoga, gym, lunch area, personal locker, open space... No dress code, just shine your way.
Learning culture, initiatives and proactive attitude are strongly encouraged at One Mount
Team building, company trip and monthly internal events

"
438,"Frontend Games Dev (JavaScript, HTML5)","[
JavaScript

, 
HTML5

, 
Games

]","
No 69, 2/9 Street, Hai Chau, Da Nang
See map

",
439,Senior Frontend Developer (Angular),"[
Angular

, 
CSS

, 
English

]","
38E Tran Cao Van, District 3, Ho Chi Minh
See map

","


Flexible hours and remote work - our team has unlimited remote work policy

Macbook Pro, phone and headphones

Premium insurance from PTI

Company paid team lunch weekly outside
100% net salary paid during probation period
Travel opportunity to Oivan international locations and client sites
International team and work opportunities overseas.
We have Scrum.org certified Professional Scrum Masters and Scrum framework used in project delivery.
Unlimited premium snacks/healthy food, coffee and drinks at the office
Regular team social events
Self-study time and company-sponsored opportunities for development (+4h per week)
15 days annual leave
10 days of paid paternity leave when have a baby.
15 sick leaves
Annual health checkup
13th Month Salary

"
440,"Sr. Front-End Dev (JavaScript, Angular)","[
JavaScript

, 
ReactJS

, 
Angular

]","
Ha Phan building, 17-19 Ton That Tung, Pham Ngu Lao Ward, District 1, Ho Chi Minh
See map

","
Main Benefits
Rewarding NET salary package 

Flexible working hours, choose the schedule that works best for you
Work united and direct (No A team or B team) with top level co-workers in Norway 

Work with long term product development environment, not software outsourcing
Other benefits

Choose your own benefit package suitable for your lifestyle

13th month bonus, loyalty bonus, other bonuses & allowances
Training and support to suit your personal needs
Plenty of opportunities for personal growth
Virtual and In-person training & learning opportunities
Agile workplace
Child Care package, Maternity Care, Wellness gift….
Individual Employee well-being program
Caring management

Delightful workplace (free daily snacks and fruit breaks, weekly Happy Breaks, beers, lunches, foosball, table tennis and more)
Variety of events - Enjoy happy breaks, overseas/domestic trips, family fun day, celebrations, festivals and team building and much more
Norwegian work environment focus on flat hierarchy, equality and employee empowerment
Our Values & Culture
No Tricks, No Corruption & No Cheating
Do the right thing even when no one is looking
Open and Transparent all the way
Focus on long term growth 
No hierarchy, employees give ideas and make decisions
Encourage employees to take initiative and give their best
An environment where you can make mistakes, learn and improve
Give and take respect 
Norwegian work culture with great emphasis on equality and employee well-being
Strongly believe in diversity and inclusion
Socially Responsible Company that cares more about making a positive impact on the world 
Workplace for self driven, top level and hardworking people
Feel this is the right workplace for you, join us now!
"
441,Frontend Developer (Angular/VueJS),"[
Angular

, 
NodeJS

, 
VueJS

]","
Tầng 12, Tòa Diamond Flower, 48 Lê Văn Lương, Thanh Xuan, Ha Noi
See map

","
Chế độ lương thưởng
Mức lương: 600$ – 2000$ (thỏa thuận khi phỏng vấn)
Chính sách thưởng phong phú: Thưởng nhân viên xuất sắc + thưởng Lễ, Tết + các thưởng khác.
Xét tăng lương 2 lần/năm dựa trên hiệu quả công việc.
Hưởng đầy đủ các chế độ bảo hiểm theo quy định
Được tặng quà, thăm hỏi nhân các dịp sinh nhật, cưới hỏi, hiếu hỉ, ốm đau…
Làm việc trong môi trường năng động, các sản phẩm phục vụ một lượng lớn người dùng cuối và các sản phẩm phục khách hàng doanh nghiệp chuyển đổi số, gia tăng doanh số bán hàng.
Đào tạo – Phát triển
Cơ hội tiếp cận và học hỏi công nghệ tiên tiến; được làm việc và training với những đồng nghiệp có nhiều năm kinh nghiệm làm việc với các hệ thống lớn.
Được định hướng phát triển chuyên sâu về công nghệ, nhiều dự án lớn và công nghệ mới.
Có cơ hội làm những việc thách thức, phát huy hết khả năng bản thân.

"
442,"Lead Frontend Dev(Typescript, HTML, CSS)","[
TypeScript

, 
HTML5

, 
CSS

]","
18th Floor, SONATUS, 15 Le Thanh Ton Street, Ben Nghe Ward, District 1, Ho Chi Minh
See map

","

1,500~3,500USD (Negotiable) 
Salary Review (Twice a Year) 
13th Salary
Flexible Working Time (Hybrid Working / WFH) 
100% Salary in Probation
Social Insurance
Travel Allowance
Premium Health Care
15th Annual Leave
Mac Provided
Happy Hour, Company Trip, Year End Party and Events
Marriage / Baby Gift
Funeral Expenses
Referral Bonus
Annual Health Check 

"
443,"Frontend Dev (JavaScript, HTML5, CSS)","[
JavaScript

, 
HTML5

, 
CSS

]","
218C Pasteur, Phường Võ Thị Sáu, District 3, Ho Chi Minh
See map

","

Attractive salary
12 days paid leave
Lunch allowance 500k/Month
13 months salary
Not affected by COVID, no decrease the salary although COVID time.
Discount voucher for activities in group

"
