,title,skill,address,skillAndExperience
337,[Signing Bonus] Embedded C++ Developers,"[
Embedded

, 
C++

, 
C language

]","
121 Le Loi, District 1, Ho Chi Minh
See map

","
University with a Bachelor's Degree in either Information Technology, Computer Science or a related degree with:
Experience developing production-quality C++ code
Experience writing code for multi-core SoCs and multi-threading system
Experience developing embedded Linux kernel drivers/applications
Nice to have:
Good understanding on CPU-base architecture, Embedded System, and boot loaders.
Have some basic working knowledge of UART, SPI, I2C, EPROM, SRAM, and Flash Memory.
** SIGNING BONUS will be offered for candidates who successfully pass interview and join DEK Technologies no later than November 22nd, 2022. Applied from Middle level - Senior level
"
338,Python / C++ Developer ~ $2000,"[
Python

, 
Linux

, 
C++

]","
No. 6, lane 82 Duy Tan, Cau Giay, Ha Noi
See map

","
Must have
Tốt nghiệp đại học chuyên ngành CNTT hoặc tương đương
Tối thiểu 1 năm kinh nghiệm phát triển hệ thống trên Python hoặc C++

Thành thạo với môi trường Linux

Hiểu biết tốt về lập trình hướng đối tượng, đa luồng
Tư duy logic tốt, chăm chỉ và có trách nhiệm trong công việc
Có đam mê, và thích hợp với môi trường startup
Tiếng Anh: có thể giao tiếp trong công việc
Nice to have 
Kỹ năng giao tiếp và làm việc nhóm
Kỹ năng tổ chức
Growth mindset
Dám đương đầu với thử thách

"
339,C#/C++ Developers (AppSoftware Engineer),"[
C++

, 
C#

, 
C language

, 
Fresher Accepted

]","
46 Bạch Đằng, Phường 2, Tan Binh, Ho Chi Minh
See map

","
Technical Requirement:
Candidate must possess at least a bachelor's degree in Computer Science/Engineering, Electronics, Telecommunication, Instrumentation and years of relevant experience in programming.
Strong knowledge and experience with Object-Oriented Programming (OOP) principles and design.
Proficiency in C++(MFQ) or C# (WPF)
Responsibility:
Open-minded and keen on learning.
A fast self-taught team player is a plus.
Ability to handle multiple projects and prioritize responsibilities.
Ability to conduct independent research/development white contributing to team-oriented projects.
Good speaking and writing skills in English.
Able to travel.

"
340,Sign on bonus - C++/ Python Developer - Up to 2000$,"[
C++

, 
Python

, 
C language

]","
Hoa Binh Tower, 106 Hoang Quoc Viet, Nghia Do, Cau Giay, Ha Noi
See map

","
Điều kiện bắt buộc:- Có từ 01 năm kinh nghiệm phát triển C++ trở lên;- Có kiến thức nền tảng vững chắc về ngôn ngữ lập trình C/C++;- Có kỹ năng và kinh nghiệm thực tế về phát triển, bảo trì, debug phần mềm với C/C++; Python..- Sử dụng STL, pointer, MFC, cấu trúc dữ liệu,- Có kỹ năng đọc hiểu, tự tìm tòi, nghiên cứu source code C++Biết thêm các mục dưới đây là lợi thế：- Kỹ năng và kinh nghiệm thực tế trong việc sử dụng design pattern, tối ưu hóa hiệu năng của thuật toán hay ứng dụng với C/C++;- Có kiến thức tốt hoặc yêu thích về hình học 3D.- Có kinh nghiệm làm việc liên quan tới phần mềm CAD/CAM, - Có hiểu biết về khuôn mẫu đúc nhựa, khuôn dập mold, Die press, gia công CAM.Ưu tiên các ứng viên:- Ứng viên có kinh nghiệm làm outsourcing cho công ty Nhật hoặc cho khách hàng Nhật;- Ứng viên biết tiếng Nhật.Thời gian làm việc:- Từ Thứ 2 đến Thứ 6 (8:30~17:30), nghỉ Thứ 7 & Chủ Nhật- Được thanh toán đầy đủ nếu phát sinh OT
"
341,"C++ Developer (2D, 3D, CAD)","[
C++

, 
C#

, 
C language

, 
Fresher Accepted

]","
266 Doi Can, Ba Dinh, Ha Noi
See map

","
– Ứng viên có kinh nghiệm từ 6 tháng trở lên về ngôn ngữ C++, chấp nhận ứng viên mới ra trường đã có kinh nghiệm.– Ưu tiên ứng viên có kiến thức về xử lý đồ họa 3D, 2D; có kinh nghiệm làm dự án liên quan đến phần mềm CAD, đồ họa.– Ưu tiên ứng viên biết tiếng Nhật và có kinh nghiệm làm việc cho công ty/ dự án Nhật.
"
342,5 Embedded Developer C/C++ (Mid/Senior),"[
Embedded

, 
C++

, 
C language

]","
Etown 5, 364 Cong Hoa, Tan Binh, Ho Chi Minh
See map

","

Degree/Masters in Computer Science/Engineering/Electronic, or a related discipline, preferably with specialization or related experience in development for embedded systems
Experience in AUTOSAR 
Experience in SW Analysis and Design, preferably using UML
Advanced programming skills in ANSI/Embedded C/C++
Experience with software configuration management tools / version control tools
Customer-oriented and committed to work systematically under tight schedules
Able to learn and work independently and within a team expectation
Problem solving skill
Good written and oral communication skills (English)
Nice to have
Experience of HW related SW development using HW boards, PCBs
Experience in embedded development tools (emulator, analyzer, debugger, etc.)
Experience in ADAS, Instrument Cluster, Telematics
Experience in Functional Safety
Experience in ASPICE, Scaled Agile Framework(SAFe)
Experience in DaVinci
Experience in EBTresos
Experience in UT Framework

"
343,"Software Developer (C/C++, PHP, Python, Go)","[
C language

, 
C++

, 
PHP

]","
115 Trần Duy Hưng, phường Trung Hòa, Cau Giay, Ha Noi
See map

","

Tốt nghiệp đại học (ưu tiên tốt nghiệp ngành An toàn thông tin, Công nghệ thông tin);
Nhiệt tình, có trách nhiệm với công việc, có khả năng làm việc nhóm và làm việc độc lập;
Có sức khỏe tốt, chịu được áp lực công việc.
Ưu tiên ngoại ngữ tốt
Thành thạo 1 trong các ngôn ngữ lập trình: C/C++, PHP, Python, Go,…
Có kiến thức về Design Pattern và thiết kế hệ thống
Biết cả frontend và backend là 1 lợi thế
Đối với vị trí frontend, yêu cầu trình bài về các kỹ năng liên quan tới thiết kế web

"
344,C++ Game Developer (Fresher/Junior),"[
OOP

, 
C++

, 
Games

, 
Fresher Accepted

]","
26 Ung Van Khiem, Binh Thanh, Ho Chi Minh
See map

","

Modern C++ (C++11, 14) programming & OOP knowledge
Good logical thinking & self-learning skills
Have a passion for programming & debugging.
Fresher/Experienced profiles are both welcomed (fresh newcomers will be trained before working)
Local Vietnamese candidates only
English proficiency is an advantage
Understanding rendering API as DirectX, Vulkan, OpenGL is a big plus
Knowing famous game engine as Unity, Unreal Engine, Godot is an advantage

"
345,"50 Software Developer (C/C++, Java)","[
Java

, 
C++

, 
Oracle

]","
Centec Tower, District 3, Ho Chi Minh
See map

","
- 2-6 years of experience.- Back-end Developer:  Proficiency in C/C++, Java base on Unix, Linux.- Web Developer:  Experienced in     + Java frameworks (J2EE, Spring, etc.)     + Web services (RESTful, SOAP, etc.)     + XML, JSON, HTML, CSS, Bootstrap, JavaScript, jQuery, Ajax     + SQL and RDBMS (Oracle or MySQL)- Knowledge about WebLogic, Http Apache is a plus.- Good understanding software principles and design patterns.- Good understanding of OOP programming, Data Structures & Algorithm- Familiar with Oracle, Spring boot- Good to have: knowledge in Banking, Stock/ Securities, Finance field.- Good problem solving & communication skills.- Detail-oriented, proactive, fast learner.- Communicate in Vietnamese & English- Ready to work in November, December 2022
"
346,"C++ Developer (Junior, Senior)","[
C++

, 
OOP

, 
C language

, 
Fresher Accepted

]","
19A Cong Hoa, Floor 3 Scetpa Building, Tan Binh, Ho Chi Minh
See map

","

Have good knowledge of C++ and OOP
Have experience working on multi Threads Applications.
Have experience in building cross-platform DLL libraries in C++
Have experience working on projects that require timing accuracy is a plus.
Have experience working on memory leaks, performance issues is a plus.
Good logical thinking.
Good problem-solving.

"
347,Fresher/Jr Software Developers in C/C++,"[
C++

, 
C#

, 
C language

, 
Fresher Accepted

]","
Tầng 3, tòa nhà trung tâm sáng tạo 3D Việt Nam, Số 3, phố Duy Tân, phường Dịch Vọng Hậu, Cau Giay, Ha Noi
See map

","
General Requirements
Bachelor’s or higher degree in Computer Science, Electronics, Information Science or relevant departments in Physics, Mathematics, other Engineerings.
Hands-on experience with Windows-based C/C++ applications
Basic English in speaking, listening and reading.
Good logical thinking & self-learning skills
Good team player and communication skills
Experience with Git or other source code management tool
Nice to have
Fresher or Junior with 01- 02 working years in programming
Good knowledge about Software Development Process
Have abilities to learn quickly, design efficiently, and write clean code
Good analytical and mathematical skills to develop new algorithms. Hands-on experience in image processing, OpenCV, object detection.
Good team work spirit working with other Developers and Client to ensure best user experience.

"
348,"JavaScript Developer (PHP, C++ )","[
JavaScript

, 
C++

, 
PHP

]","
No. 6, 136/98 Tay Son Town, Quang Trung Ward, Dong Da, Ha Noi
See map

","
- Tốt nghiệp chuyên ngành công nghệ thông tin- Thông thạo C++, PHP, SQL, Java script, Ajax, ... hiểu biết về Drupal, Android, iOS, Delphi và có kiến thức tổng hợp về phần mềm và phần cứng, mạng, ...- Có kiến thức về kế toán, ít nhất có chứng chỉ kế toán tổng hợp- Có ít nhất 1 năm kinh nghiệm làm việc thực tế- Nhanh nhẹn, nhiệt tình, trung thực
"
349,C++ Developer (Python) ~ Up to $2500,"[
C++

, 
Python

, 
English

]","
Số 67 Đường 447, Phường Tăng Nhơn Phú A, Thu Duc City, Ho Chi Minh
See map

","

Working experience: >2 years of QT Framework
Experience in Desktop applications developement with QT5, QML
Experience in Windows desktop apps development, IPC, Windows services, installers,
Presferably USB/HID, understanding of Windows PNP, kernel mode drivers
Familiar with Python, Conan package manager, CLI, CDB (Debugging Tools for Windows)
Good at English communication
Must have the ability to work with customers independently.
Must have good communication, analytical and logical thinking.
Arrange a working time when there is the pressure at work.
Proactive, self-controlling tasks, teamwork.

"
350,Jr/Sr Software Dev (Oracle PL/SQL C/C++),"[
Oracle

, 
SQL

, 
C++

]","
54 Liễu Giai, Ba Dinh, Ha Noi
See map

","
-  At least 1 year of experience for Oracle database programming (SQL, PL/SQL)-  At least 1 year1 of experience for Linux system.-  Experience for Pro*C, C/C++ programming is plus-  Core banking or securities experience is plus-  Understanding and experience of socket programming and IPC is plusAdvantage skills-  C#, Java programming is plus-  Linux/Window development environment-  Version control system (GIT, SVN) knowledge-  Issue tracking system (JIRA, BUGZILLA) experience is plus-  Be able to work in English-  Be able to work both independently and in a team-  Be able to work under high pressure
"
351,C#/C/C++ Developer (.NET),"[
C#

, 
C++

, 
.NET

]","
47A Phạm Viết Chánh, Phường Nguyễn Cư Trinh, District 1, Ho Chi Minh
See map

","
Technical requirements:
Có kinh nghiệm phát triển phần mềm.
Thành thạo C#, C/C++, WinForms, WPF, .NET framework.
Sử dụng thành thạo Visual Studio 2015/2017/2019.
Có kinh nghiệm tốt về lập trình hướng đối tượng.
Có kinh nghiệm tối ưu hệ thống, kỹ năng tìm và xử lý lỗi phần mềm.
Có kinh nghiệm về lập trình ""multi-process"", ""multi-threading"".
Có kinh nghiệm về kiến trúc Windows, messages, TCP/IP socket, giao tiếp Client-server là một lợi thế.
Database:
Có kinh nghiệm làm việc với hệ cơ sở dữ liệu SQL. Sử dụng tốt 1 trong các database: MSSQL, Postgres
Quen thuộc với các khái niệm: Trigger, Function, View.
Backup & restore database.
Other:
Ưu tiên ứng viên 9X
Năm kinh nghiệm: 2-4 năm.
Có kỹ năng thiết kế các tài liệu trình chiếu, đề xuất.
Sử dụng công cụ quản lý Source code, tài liệu (Git).
Quản lý các hạng mục công việc trong dự án.
Lập các tài liệu đặc tả kỹ thuật (Specification) cho dự án.
Có khả năng giao tiếp bằng tiếng Anh là một lợi thế.
Có khả năng làm việc nhóm, tinh thần tốt, có sáng kiến và chịu áp lực cao.

"
352,10 Jr/Sr Backend Dev (NodeJS/Java/C++),"[
NodeJS

, 
C++

, 
Java

, 
Fresher Accepted

]","
UOA Tower, 10th Floor, 06 Tan Trao Street, Tan Phu Ward, District 7, Ho Chi Minh
See map

","
Must have: 
Experience working with RESTful web services

Knowledge or experience of RDBMS, SQL/NoSQL
Experience in programming at least one of Javascript (NodeJS), Java (Spring), and C++
Experience in a Linux based environment
Ability to learn quickly
Advantages:
Experience using collaboration tools such as Jira and Confluence
Experience in Java+MySQL+ELK
Stay up to date with latest design and technology trends.
Open mind to design discussion and code review
Cloud-based development experience such as AWS and GCP
Experience with version Control (GIT/ SVN / Etc )
Our recruitment process:
    CV screening
    Online Test - HackerRank (30-60 minutes)
    Interview (only 1 round and interview in Vietnamese)
    Job offer

"
353,"Software Developer (Java, .NET, C/C++)","[
Java

, 
C language

, 
.NET

, 
Fresher Accepted

]","
Tòa nhà MB, số 18 Lê Văn Lương, Cau Giay, Ha Noi
See map

","

Tốt nghiệp Đại học các chuyên ngành Công nghệ thông tin, Điện tử viễn thông, Phần mềm, Hệ thống thông tin...
Kinh nghiệp tối thiểu 01 năm một trong các ngôn ngữ lập trình: C, C#, C++, JBase, Java, .Net, Python, React Native, MongoDB...
Ưu tiên ứng viên có kinh nghiệm với MS SQL, My SQL, Oracle...

"
354,Embedded Firmware Engineer (RTOS/C++),"[
Embedded

, 
C++

, 
C language

]","
5th Floor, H3 Building, 384 Hoang Dieu, District 4, Ho Chi Minh
See map

","
• Bachelor's degree in electrical engineering/ mechatronic engineering/ computer science. • At least 2 years working experience for an Engineer and 4 years for Senior. • Strong C/C++ programming. Good at Python, Linux scripts. • Experience with microcontroller programming. Familiar with ARM-based microcontrollers.• Experience with operating systems such as RTOS (ThreadX, FreeRTOS,...), embedded Linux. Having experience with Android AOSP, ZephyrOS is a plus.• Strong understanding of communication protocols (I2C, SPI, MIPI DSI, UART...).• Familiar with some wireless communication: Bluetooth, Wifi,...• Excellent debugging and problem-solving skills. Have good logical thinking.• Ability to create ideas and solutions, teamwork, creativity, real interest in news and current issues, organizational skills and time management.• Pay attention to details and be able to work under pressure. Responsibility for unit and system testing.
"
355,Senior IoT Embedded Firmware Engineer,"[
Embedded

, 
Python

, 
C language

]","
59 Phổ Quang, Phường 2, Tan Binh, Ho Chi Minh
See map

","

Bachelor’s degree in computer engineering, electrical engineering, or equivalent. 
3+ years of experience in developing IoT Embedded Firmware products. 
Solid experience in programming languages like C/C++. 
Experience with embedded peripherals including SPI, I2C, UART.
Strong understanding of wireless communication protocols such as: WiFi, Zigbee, BLE, Z-Wave, and LoRa.
Familiar with IoT protocols such as: MQTT, AMQP, CoAP, WebSocket, TCP, UDP, and HTTP.   
Experience of firmware development process to ensure product quality and time-to-market.  
Strong communication and technical writing skills. 
A highly independent and self-starter, but also a teamwork champion to resolve problems. 

"
356,Embedded SW Engineer (C/C++/Linux),"[
C++

, 
C language

, 
Embedded

, 
Fresher Accepted

]","
Helios Bldg + QTSC9, Quang Trung Software City, Tan Chanh Hiep Ward, District 12, Ho Chi Minh
See map

","
Qualifications
At least 1 year of experience in Embedded Software Development At least 1 year of experience in C/C++ programming.
Major in Computer Engineering/ Electrical-Electronics/ Electronics-Telecommunication/Mechatronics Engineering or related fields
Good knowledge of Microcontroller with device driver and Embedded System
Experience with Hardware Manual, Schematic, and Data sheet.
Experience with Software Development Lifecycle.
Experience with Functional Safety concept and method
Experience with Automotive SPICE, CMMI is a plus
Experience with emulators, simulators, debugging and test equipment.
Experience with Real Time Operating System (RTOS) is a plus.
Experience with multi-task, multi-thread programming is a plus.
Team work, self-management, communication skills

"
357,30 Embedded SW Engineers (Sign-on Bonus),"[
Embedded

, 
English

, 
C language

]","
06 Nguyen Thi Minh Khai, District 1, Ho Chi Minh
See map

","

Bachelor degree or above, with major in Computer Science, Computer
Engineering, Electrical Engineering or Mechatronics;
More than 5-year experience in Embedded System;
Embedded development tool especially DOORS, Rhapsody;
Experience with simulation and development tools, e.g. Vector CANoe, etc;
Experience with C;
Experience with 16-/32-bit microprocessor is a plus;
Safety related regulations & standards (IEC 61508 or ISO 26262) is a plus;
Software architecture of AutoSAR/OSEK preferred;
CAN/LIN bus software design experience preferred;
Good team player and good communication skills;
Fluent in English.

"
358,"Embedded SW Engineer (C++, C language)","[
Embedded

, 
C++

, 
C language

]","
Floor 3, Tower A, Sky City Towers, 88 Lang Ha Street, Dong Da, Ha Noi
See map

","

5+ years (or equivalent) of C/C++ programming
Experience with RTOS.
Experience with communication protocols like: I2C, SPI, UART, USB…
Experience with firmware development for microcontroller platforms such as STM32, Qualcomm would be advantageous.
Experience with python programming.
Flexible and able to learn and use new technologies.
Ability to work well in a team environment as well as independently get things done.
Good in problem analysis and solving.
Basic hardware knowledge and being able to read hardware schematics. 

"
359,Embedded Linux Engineer (C language/C++),"[
Embedded

, 
Linux

, 
C language

]","
155 An Duong Vuong, District 5, Ho Chi Minh
See map

","


At least 3 years working in Embedded Linux, Microcontrollers.
Experienced in RTOS and multi-threading application.
Familiar with IPC (Inter-Process-Communication) on Linux environment.
Strong coding skill in C AND C++

"
360,[Fresher] Embedded Software Engineer,"[
Embedded

, 
C++

, 
C language

, 
Fresher Accepted

]","
364 Cong Hoa street, ward 13, Tan Binh, Ho Chi Minh
See map

","

Relevant background in Electronics/Telecommunication/Mechatronics/Automation/Computer Engineering
Strong knowledge in C or C++ programming language
Basic understanding in Micro-Controller and Embedded System
Good point when having knowledge in scripting language (Python, Perl); Communication Protocols; Sensors
Proficiency in English skills (reading, listening, speaking, writing)

"
361,Embedded C Firmware Engineer,"[
C language

, 
English

, 
Embedded

]","
121 Le Loi, District 1, Ho Chi Minh
See map

","
A University Qualification in Software Engineering or a related degree with:
Experience developing production C programming
Experience with microcontroller, preferable STM32

"
362,"Embedded Software Engineer (C++, C Language)","[
Embedded

, 
C++

, 
C language

]","
50 Truong Son, Tan Binh, Ho Chi Minh
See map

","
Required Skills:
Previous experience working abroad strongly preferred, or at least has worked for foreign companies in Vietnam.
Excellent C programming skills.
Deep understanding of SW development methodologies and best practices (SW architecture and design, coding rules, configuration management, SW testing, releases management, etc…)
You already have developed FW for complex embedded systems, at drivers and L1 levels. Experience at protocol level is much appreciated.
Knowledge in different communication protocols: serial, wireless, TCP, etc...
Analytic thinking, able to have a system level approach, and understands the interactions between each HW and SW modules.
Structured and careful working style
Good English skills (speaking and writing)
Understanding process and quality requirements
Excellent customer orientation
Flexibility and capability to work under pressure
Job Level 2-3 years experience in an international company
"
363,Embedded Software Engineer (All Level),"[
C language

, 
Linux

, 
Embedded

]","
Level 11, Five Star Tower, 28Bis Mac Dinh Chi Street, Da Kao Ward, District 1, Ho Chi Minh
See map

","

At least 1 year of experience in Embedded Software Development 
At least 1 year of experience in C programming. Understand C compiler/post-build concept. 
Experience with Unit testing tools: Misra, Astree, BTC 
Good in debugging, and strong programming skill. 
Knowledge in Automotive domain, automotive communication protocol (CAN, Flexray), diagnostic services, and related tools (CANOE, CANape, Geny, Lauterbach) 
Experience in AUTOSAR is a plus 
Good logical thinking and problem-solving 
Ability to self-learn and adapts to new technologies quickly 
Be able to use English in working communication

"
364,"06 Embedded Engineers (C/C++, Linux)","[
Embedded

, 
C++

, 
C language

]","
Tổng Công ty Công nghiệp Công nghệ cao Viettel - Tòa nhà Viettel, Số 380 Lạc Long Quân, Tây Hồ, Hà Nội và Tòa nhà Viettel, Khu CNC Hòa Lạc, Other, Ha Noi
See map

","
- Tốt nghiệp Đại học chính quy loại Khá trở lên chuyên ngành: Công nghệ thông tin, Điện tử viễn thông,...hoặc các chuyên ngành kỹ thuật khác liên quan.- Trình độ tiếng Anh tương đương tối thiểu 550 điểm Toeic.- Có tối thiểu 02 năm kinh nghiệm liên quan đến vị trí ứng tuyển.- Có kiến thức cơ bản về kỹ thuật vi xử lý và kỹ thuật điện tử (điện tử tương tự, điện tử số, mạch logic...), kiến trúc máy tính, hệ điều hành, kỹ thuật lập trình.- Sử dụng tốt ít nhất 01 công cụ lập trình nhúng cho vi điều khiển; vi xử lý cao cấp (ARM, DSP, ASIC).- Sử dụng tốt ngôn ngữ lập trình C/C++. - Có kinh nghiệm sử dụng công cụ lập trình vi điều khiển (MPLABX/KeilC/Code Composer Studio/Qt), lập trình nhúng cho các dòng vi điều khiển 8-bit; 16-bit; 32-bit (kiến trúc ARM, kiến trúc MISP), lập trình nhúng cho các dòng vi xử lý cấp cao (ARM/DSP/FPGA).- Có kinh nghiệm làm việc trên hệ điều hành Linux (giao diện dòng lệnh và đồ họa).- Có kinh nghiệm lập trình ngoại vi, giao tiếp bộ nhớ, giao tiếp số (UART/SPI/I2C/CAN...).
"
365,Embedded Android Engineer (Linux),"[
C++

, 
Linux

, 
Java

, 
Fresher Accepted

]","
Datalogic Vietnam LLC. F04, Lot I-4A, Saigon High Tech Park, Long Thanh My Ward, Thu Duc, Ho Chi Minh
See map

","
REQUIREMENTS:- Education (School/Specialization): Bachelor’s degree in business (IT), software engineering or computer science and equivalent- Primary Language: Vietnamese, English- Years of Experience:  Senior- Experience: 
Linux embedded project experience is a must and demonstrated experience troubleshooting in embedded system development.
Linux kernel driver development, Linux system service development, Multi-threaded programming are strong wishes. 
Experience with GPIO, MIPI, I2C, USB, SDIO hardware interfaces, analysis through Oscilloscopes and JTAG debugger.
Android embedded project experience is a wish.
OTHER INFORMATION & SPECIFIC SKILLS:The ideal candidate should have the following skills and knowledge:- Mandatory Required Technical Skills
Strong knowledge in Embedded System (ARM, SPI, I2C, UART, GPIO, MIPI, SDIO …)
Analysis and troubleshooting through Oscilloscopes and JTAG Debugger
Strong knowledge of C programming language.
Experience with Linux administration, e.g., bash/python scripting, system command line and configuration.
Linux kernel driver development, Linux system service development, Multi-threaded programming
Source Code Configuration Management strong knowledge. GIT, GIT command is required. Gitlab and Repo tool experience are strongly recommended.
Experience with merge tools, patch command and source code conflict management.
- Advantage Skills 
C++, Java, Python
Knowledge of Linux Kernel and Android Stack

"
366,Front-end Dev (JavaScript) - Up to 2000$,"[
JavaScript

, 
ReactJS

, 
TypeScript

, 
Fresher Accepted

]","
54 Lieu Giai, Ba Dinh, Ha Noi
See map

","

Bachelor’s degree or up majoring in software engineer, computer science.
Have at least 3 years of experiences in Front-end.
Good understanding of advanced JavaScript/TypeScript libraries and frameworks, such as ReactJS, AngularJS, Vue JS...
Possess strong skills in object-oriented software design and programming.
Proficient understanding of web markup, including HTML5, CSS3.
Proficient understanding of client-side scripting and JavaScript/TypeScript frameworks, including jQuery.
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Have knowledge of OOP, Design Patterns.
Familiarity with databases (e.g. MySQL, MongoDB), web servers, microservices (optional).
Open-minded and keen to learn new thing.
Creative thinking and good at problem solving.
Self-motivated with a positive “can-do” attitude and teamwork.
Well-disciplined, and responsible for the delivery of task.
Preferably to be able to communicate in English.

"
367,Frontend Developer (JavaScript/ TypeScript/ ReactJS),"[
JavaScript

, 
ReactJS

, 
TypeScript

]","
4th Dang Huu Pho Street, Thu Duc City, Ho Chi Minh
See map

","
Must have:
At least 3 years of frontend development experience.
Experience developing frontend project from scratch.
Language: TypeScript / JavaScript, CSS（SCSS / PostCSS）
Nice to have:
Knowledge of cloud infrastructure. (such as AWS, GCP, Azure)
Experience of designing API interfaces.
Experience of suggesting and coding interactions with design thinking
Experience of designing to provide web and web applications, including the back-end architecture.
Proficient English.

"
368,Senior Frontend Developer (Angular),"[
JavaScript

, 
Angular

, 
TypeScript

]","
Tầng 19, tòa nhà Peakview Tower, 36 Hoàng Cầu, Đống Đa, Hà Nội, Dong Da, Ha Noi
See map

","
Technical Requirements
4+ years of real, hands-on experience in web/frontend development in a professional environment working with some of the main frameworks or libraries (Angular).
At least 2 years of relevant experience in Angular-centric projects.
Typescript Redux (Vuex, Ngrx or other Flux pattern works as well)
Strong analytic skills to process complex requirements to come up with end-to-end scenarios and implications.
High proficiency in HTML and CSS.
Hands-on experience in Responsive Design.
 Hands-on experience in Web/front-end testing and automation frameworks.
Knowledge of TypeScript.
Knowledge of API integration.
Knowledge of Web/front-end SDLC and CD/CI processes: Jenkins, SonarQube
DevOps mindset REST API’s and Swagger/OpenAPI.
Knowledge with componentization (any experience on WebComponents is a plus).
Should know how to work with Jira, Confluence, etc.
You should know how to view quality holistically and ensure the highest software quality.
Good communication in English in verbal and written.
Education and Experience
Bachelor’s degree.
Hands-on experience in Agile projects.
Banking experience is preferred.
Must have resilience and the ability to work well under pressure.
Should be able a quick learner and adapt to change.
Ability to handle multiple concurrent activities and projects.
Ability to work along with team distributed across locations.
Strong sense of ownership for assigned projects.
Able to articulate well the solution(s).
Able to work as a team.

"
369,Senior Frontend Developer (JavaScript/HTML/CSS),"[
HTML5

, 
CSS

, 
JavaScript

]","
No. 82 Tran Thai Tong Building, Dich Vong Hau, Cau Giay, Ha Noi
See map

","
To be considered for this position our must-have requirements are:

Language: Vietnamese (Fluent or Native)AND : Limited Working Proficiency in English communication (TOEIC 605+  or IELTS 4+) 


Qualifications:
Language Mastery: HTML, CSS and JavaScript/TypeScript
Minimum 4 years of experience as a Front End Developer
Minimum 4 years of relevant experience in web/mobile/software development environment
Excellent communication, motivational and collaboration skills.
Experience developing admin dashboards using different frameworks 
Experience with ReactJS/AngularJS/Angular 2
Experience with Google API services / Firebase
Familiar with compiling/bundling process: Gulp/ Webpack etc
Good understanding of asynchronous request handling, partial page updates, and AJAX
Proficient understanding of cross-browser compatibility issues and ways to work around them.
Proficient understanding of code versioning tools, such as Git
Good understanding of SEO principles and ensuring that application will adhere to them.



Nice to Have
Bachelor’s or Master’s degree in IT or related field 
Preferred: Relevant certifications
Photoshop/Sketch/Adobe XD skill is a plus
Experience developing server application with NodeJS or Express/Sequelize
Experience with PDF generators: PhantomJS/Headless Chrome
Experience with Social Login/Passport /Oauth
Experience with online payment services: Stripe/Paypal
Experience building mobile apps with hybrid frameworks (Flutter, Cordova/Ionic, React Native...)
Experience handling multiple projects at the same time
Experience working with remote teams
Experience with mentoring juniors
Preferred: Experience with Jira and Atlassian tools
Phenomenal teammate with a forward-thinking mindset, ability and confidence to challenge the status quo.



"
370,Senior Frontend Developer,"[
ReactJS

, 
JavaScript

, 
English

]","
Viettel Building - 285 Cách Mạng Tháng Tám, District 10, Ho Chi Minh
See map

","

You have 4 years+ experience in Frontend development. 
You must be an expert ReactJS. 
You have strong knowledge of ES6 (javascript 6), able to build applications or libraries by VanillaJS. 
You have good understanding of object-oriented programming and design patterns is a plus. 
You have good knowledge of Frontend problem sets like Module management, Events, Presentation & DOM manipulation, i18n, Data management & IO,… 
You have experience with modern Frontend technologies (styled system, SCSS, webpack, etc). 
You have strong experience working with integration of Services Oriented Architecture, Web services, API Integration, Restful Services, microservices, and micro-frontends. 
Understanding of how to build performant, decoupled, testable and maintainable code 
Ideally some experience working with container orchestration, e.g., Docker 
You’re proficient in code review, code refactoring, Unit Testing. 
Good communication in English is a plus 

"
371,Mid Frontend Dev (JavaScript/HTML/CSS),"[
JavaScript

, 
CSS

, 
HTML5

]","
Tầng 8,Toà nhà Cao Thắng Mall, Số 19, Phường 2, District 3, Ho Chi Minh
See map

","
• 3-4 years of experience in frontend application development with proficiency in writing optimized JavaScript (ES5 &ES6). • Be meticulous about perfect pixel.• Experience building browser-based applications using TypeScript, JavaScript, Vue, Preact/React, Redux. • Familiar with pre-processing languages such as LESS/SASS/SCSS, Stylus, and PostCSS • Experience using version control tools such as GIT/Bitbucket • Knowledge and experience with using Restful API • Can understand English
"
372,Sr Frontend Dev (JavaScript/HTML/CSS),"[
JavaScript

, 
HTML5

, 
CSS

]","
Tầng 8,Toà nhà Cao Thắng Mall, Số 19, Phường 2, District 3, Ho Chi Minh
See map

","
• 4+ years of experience in frontend application development with proficiency in writing optimized JavaScript (ES5 &ES6). • Be meticulous about perfect pixel. • Experience building browser-based applications using TypeScript, JavaScript, Vue, Preact/React and Redux. • Familiar with pre-processing languages such as LESS/SASS/SCSS, Stylus, and PostCSS. • Experience using version control tools such as GIT/Bitbucket.• Knowledge and experience with using Restful API. • Experience in leading the team (teamsize 5 or 6). • English skills (nice to have). • Have knowledge in Backend.
"
